y,<rho>,<p>,<T>,<u>,<v>,<w>,<mu>,<rho.T>/<rho>,<rho.u>/<rho>,<rho.v>/<rho>,<rho.w>/<rho>,<T">,<u">,<v">,<w">,<u'u'>,<v'v'>,<w'w'>,<u'v'>,<T'T'>,<v'T'>
-0.4356007271E+00, 0.98096E+00, 0.42807E+00, 0.13746E+01, 0.11098E+01,-0.14507E-03, 0.96111E-03,0.12494E+01,0.13746E+01,0.11097E+01,-0.67992E-04, 0.96160E-03,-0.98479E-05,0.11625E-03,-0.77081E-04,-0.48923E-06, 0.67863E-02, 0.21136E-02, 0.28552E-02,-0.16969E-02, 0.84181E-04,-0.14203E-03
-0.4115857551E+00, 0.98076E+00, 0.42812E+00, 0.13750E+01, 0.11162E+01,-0.14090E-03, 0.92205E-03,0.12497E+01,0.13750E+01,0.11161E+01,-0.70600E-04, 0.92200E-03,-0.11697E-04,0.97129E-04,-0.70297E-04, 0.51310E-07, 0.64630E-02, 0.20623E-02, 0.27305E-02,-0.16089E-02, 0.75929E-04,-0.13039E-03
-0.3872815168E+00, 0.98059E+00, 0.42817E+00, 0.13754E+01, 0.11224E+01,-0.13721E-03, 0.84535E-03,0.12500E+01,0.13754E+01,0.11224E+01,-0.72965E-04, 0.84499E-03,-0.12891E-04,0.82622E-04,-0.64244E-04, 0.36165E-06, 0.61423E-02, 0.20103E-02, 0.26084E-02,-0.15185E-02, 0.68559E-04,-0.11924E-03
-0.3627050933E+00, 0.98044E+00, 0.42823E+00, 0.13758E+01, 0.11284E+01,-0.13373E-03, 0.74324E-03,0.12502E+01,0.13758E+01,0.11283E+01,-0.74983E-04, 0.74283E-03,-0.13595E-04,0.72150E-04,-0.58751E-04, 0.40995E-06, 0.58161E-02, 0.19583E-02, 0.24915E-02,-0.14256E-02, 0.62005E-04,-0.10862E-03
-0.3378737573E+00, 0.98032E+00, 0.42828E+00, 0.13762E+01, 0.11341E+01,-0.13026E-03, 0.61881E-03,0.12504E+01,0.13762E+01,0.11340E+01,-0.76774E-04, 0.61870E-03,-0.13982E-04,0.64839E-04,-0.53490E-04, 0.11034E-06, 0.54892E-02, 0.19063E-02, 0.23791E-02,-0.13316E-02, 0.56075E-04,-0.98330E-04
-0.3128049603E+00, 0.98021E+00, 0.42833E+00, 0.13765E+01, 0.11395E+01,-0.12682E-03, 0.48834E-03,0.12507E+01,0.13765E+01,0.11395E+01,-0.78556E-04, 0.48877E-03,-0.14182E-04,0.59665E-04,-0.48267E-04,-0.43747E-06, 0.51694E-02, 0.18551E-02, 0.22716E-02,-0.12368E-02, 0.50601E-04,-0.88248E-04
-0.2875163211E+00, 0.98012E+00, 0.42838E+00, 0.13768E+01, 0.11447E+01,-0.12348E-03, 0.36568E-03,0.12508E+01,0.13768E+01,0.11447E+01,-0.80338E-04, 0.36665E-03,-0.14231E-04,0.55744E-04,-0.43139E-04,-0.96988E-06, 0.48618E-02, 0.18059E-02, 0.21692E-02,-0.11413E-02, 0.45598E-04,-0.78565E-04
-0.2620256127E+00, 0.98004E+00, 0.42843E+00, 0.13770E+01, 0.11496E+01,-0.12016E-03, 0.24498E-03,0.12510E+01,0.13770E+01,0.11495E+01,-0.82044E-04, 0.24645E-03,-0.14127E-04,0.52137E-04,-0.38117E-04,-0.14773E-05, 0.45703E-02, 0.17594E-02, 0.20712E-02,-0.10447E-02, 0.41025E-04,-0.69332E-04
-0.2363507502E+00, 0.97997E+00, 0.42847E+00, 0.13773E+01, 0.11541E+01,-0.11690E-03, 0.11485E-03,0.12512E+01,0.13773E+01,0.11540E+01,-0.83705E-04, 0.11685E-03,-0.13878E-04,0.48545E-04,-0.33191E-04,-0.19996E-05, 0.42949E-02, 0.17165E-02, 0.19779E-02,-0.94613E-03, 0.36829E-04,-0.60534E-04
-0.2105097781E+00, 0.97991E+00, 0.42851E+00, 0.13775E+01, 0.11582E+01,-0.11378E-03,-0.19957E-04,0.12513E+01,0.13775E+01,0.11582E+01,-0.85372E-04,-0.17348E-04,-0.13565E-04,0.45056E-04,-0.28410E-04,-0.26089E-05, 0.40363E-02, 0.16785E-02, 0.18888E-02,-0.84621E-03, 0.33133E-04,-0.52328E-04
-0.1845208578E+00, 0.97985E+00, 0.42855E+00, 0.13777E+01, 0.11619E+01,-0.11077E-03,-0.13634E-03,0.12514E+01,0.13777E+01,0.11619E+01,-0.86999E-04,-0.13330E-03,-0.13255E-04,0.42051E-04,-0.23768E-04,-0.30335E-05, 0.37936E-02, 0.16461E-02, 0.18081E-02,-0.74586E-03, 0.30006E-04,-0.44744E-04
-0.1584022545E+00, 0.97981E+00, 0.42857E+00, 0.13778E+01, 0.11652E+01,-0.10779E-03,-0.22234E-03,0.12515E+01,0.13778E+01,0.11652E+01,-0.88386E-04,-0.21943E-03,-0.12912E-04,0.40367E-04,-0.19401E-04,-0.29119E-05, 0.35670E-02, 0.16187E-02, 0.17412E-02,-0.64562E-03, 0.27476E-04,-0.37850E-04
-0.1321723245E+00, 0.97977E+00, 0.42860E+00, 0.13779E+01, 0.11681E+01,-0.10483E-03,-0.28829E-03,0.12516E+01,0.13780E+01,0.11681E+01,-0.89386E-04,-0.28613E-03,-0.12514E-04,0.40336E-04,-0.15440E-04,-0.21622E-05, 0.33631E-02, 0.15951E-02, 0.16882E-02,-0.54578E-03, 0.25525E-04,-0.31598E-04
-0.1058495026E+00, 0.97976E+00, 0.42862E+00, 0.13780E+01, 0.11705E+01,-0.10186E-03,-0.34318E-03,0.12516E+01,0.13780E+01,0.11705E+01,-0.90047E-04,-0.34221E-03,-0.12082E-04,0.41769E-04,-0.11812E-04,-0.97907E-06, 0.31892E-02, 0.15746E-02, 0.16469E-02,-0.44635E-03, 0.24047E-04,-0.25649E-04
-0.7945228871E-01, 0.97975E+00, 0.42864E+00, 0.13781E+01, 0.11724E+01,-0.98907E-04,-0.39123E-03,0.12517E+01,0.13781E+01,0.11724E+01,-0.90449E-04,-0.39165E-03,-0.11666E-04,0.44010E-04,-0.84585E-05, 0.41669E-06, 0.30484E-02, 0.15573E-02, 0.16158E-02,-0.34758E-03, 0.22943E-04,-0.19769E-04
-0.5299923496E-01, 0.97975E+00, 0.42865E+00, 0.13782E+01, 0.11739E+01,-0.95937E-04,-0.43748E-03,0.12517E+01,0.13782E+01,0.11739E+01,-0.90632E-04,-0.43926E-03,-0.11339E-04,0.46187E-04,-0.53050E-05, 0.17818E-05, 0.29394E-02, 0.15440E-02, 0.15942E-02,-0.24864E-03, 0.22188E-04,-0.13910E-04
-0.2650893284E-01, 0.97975E+00, 0.42866E+00, 0.13782E+01, 0.11750E+01,-0.92889E-04,-0.48509E-03,0.12517E+01,0.13782E+01,0.11749E+01,-0.90620E-04,-0.48787E-03,-0.11156E-04,0.47811E-04,-0.22685E-05, 0.27823E-05, 0.28613E-02, 0.15354E-02, 0.15813E-02,-0.14838E-03, 0.21763E-04,-0.80625E-05
 0.0000000000E+00, 0.97976E+00, 0.42867E+00, 0.13782E+01, 0.11755E+01,-0.89771E-04,-0.54151E-03,0.12517E+01,0.13782E+01,0.11755E+01,-0.90365E-04,-0.54479E-03,-0.11123E-04,0.48670E-04, 0.59389E-06, 0.32810E-05, 0.28167E-02, 0.15320E-02, 0.15792E-02,-0.46819E-04, 0.21634E-04,-0.22816E-05
 0.2650893284E-01, 0.97977E+00, 0.42866E+00, 0.13782E+01, 0.11756E+01,-0.86569E-04,-0.61482E-03,0.12517E+01,0.13782E+01,0.11755E+01,-0.89815E-04,-0.61806E-03,-0.11223E-04,0.48665E-04, 0.32467E-05, 0.32444E-05, 0.28097E-02, 0.15335E-02, 0.15880E-02, 0.55873E-04, 0.21797E-04, 0.35108E-05
 0.5299923496E-01, 0.97978E+00, 0.42866E+00, 0.13781E+01, 0.11750E+01,-0.83282E-04,-0.70592E-03,0.12517E+01,0.13781E+01,0.11750E+01,-0.89054E-04,-0.70861E-03,-0.11454E-04,0.47730E-04, 0.57714E-05, 0.26902E-05, 0.28417E-02, 0.15398E-02, 0.16041E-02, 0.15923E-03, 0.22221E-04, 0.94981E-05
 0.7945228871E-01, 0.97979E+00, 0.42865E+00, 0.13781E+01, 0.11739E+01,-0.79986E-04,-0.81033E-03,0.12517E+01,0.13781E+01,0.11739E+01,-0.88215E-04,-0.81211E-03,-0.11815E-04,0.45889E-04, 0.82294E-05, 0.17860E-05, 0.29103E-02, 0.15502E-02, 0.16246E-02, 0.26244E-03, 0.22889E-04, 0.15682E-04
 0.1058495026E+00, 0.97982E+00, 0.42864E+00, 0.13780E+01, 0.11722E+01,-0.76677E-04,-0.91594E-03,0.12516E+01,0.13780E+01,0.11722E+01,-0.87393E-04,-0.91677E-03,-0.12286E-04,0.43666E-04, 0.10716E-04, 0.83655E-06, 0.30105E-02, 0.15643E-02, 0.16511E-02, 0.36484E-03, 0.23875E-04, 0.22055E-04
 0.1321723245E+00, 0.97985E+00, 0.42862E+00, 0.13779E+01, 0.11700E+01,-0.73262E-04,-0.10072E-02,0.12516E+01,0.13779E+01,0.11700E+01,-0.86615E-04,-0.10074E-02,-0.12829E-04,0.41680E-04, 0.13353E-04, 0.13828E-06, 0.31323E-02, 0.15820E-02, 0.16869E-02, 0.46611E-03, 0.25244E-04, 0.28683E-04
 0.1584022545E+00, 0.97989E+00, 0.42860E+00, 0.13778E+01, 0.11673E+01,-0.69691E-04,-0.10757E-02,0.12515E+01,0.13778E+01,0.11673E+01,-0.85834E-04,-0.10754E-02,-0.13408E-04,0.40003E-04, 0.16143E-04,-0.24839E-06, 0.32643E-02, 0.16037E-02, 0.17339E-02, 0.56603E-03, 0.26991E-04, 0.35574E-04
 0.1845208578E+00, 0.97993E+00, 0.42858E+00, 0.13776E+01, 0.11641E+01,-0.65971E-04,-0.11265E-02,0.12514E+01,0.13777E+01,0.11641E+01,-0.85066E-04,-0.11261E-02,-0.14009E-04,0.38345E-04, 0.19095E-04,-0.39552E-06, 0.34062E-02, 0.16289E-02, 0.17919E-02, 0.66474E-03, 0.29132E-04, 0.42756E-04
 0.2105097781E+00, 0.97999E+00, 0.42855E+00, 0.13775E+01, 0.11604E+01,-0.62024E-04,-0.11773E-02,0.12513E+01,0.13775E+01,0.11604E+01,-0.84389E-04,-0.11768E-02,-0.14612E-04,0.36727E-04, 0.22365E-04,-0.45937E-06, 0.35662E-02, 0.16570E-02, 0.18600E-02, 0.76246E-03, 0.31780E-04, 0.50323E-04
 0.2363507502E+00, 0.98006E+00, 0.42852E+00, 0.13773E+01, 0.11562E+01,-0.57656E-04,-0.12378E-02,0.12512E+01,0.13773E+01,0.11562E+01,-0.83719E-04,-0.12373E-02,-0.15170E-04,0.35510E-04, 0.26063E-04,-0.52095E-06, 0.37502E-02, 0.16880E-02, 0.19369E-02, 0.85835E-03, 0.34998E-04, 0.58289E-04
 0.2620256127E+00, 0.98014E+00, 0.42848E+00, 0.13771E+01, 0.11517E+01,-0.52691E-04,-0.12973E-02,0.12510E+01,0.13771E+01,0.11516E+01,-0.82923E-04,-0.12969E-02,-0.15666E-04,0.34925E-04, 0.30232E-04,-0.47167E-06, 0.39575E-02, 0.17227E-02, 0.20201E-02, 0.95165E-03, 0.38768E-04, 0.66583E-04
 0.2875163211E+00, 0.98024E+00, 0.42845E+00, 0.13768E+01, 0.11467E+01,-0.47004E-04,-0.13284E-02,0.12509E+01,0.13768E+01,0.11466E+01,-0.81991E-04,-0.13283E-02,-0.16111E-04,0.35436E-04, 0.34988E-04,-0.13938E-06, 0.41870E-02, 0.17618E-02, 0.21117E-02, 0.10440E-02, 0.43119E-04, 0.75326E-04
 0.3128049603E+00, 0.98035E+00, 0.42840E+00, 0.13765E+01, 0.11413E+01,-0.40596E-04,-0.12989E-02,0.12507E+01,0.13765E+01,0.11412E+01,-0.80916E-04,-0.12995E-02,-0.16423E-04,0.37772E-04, 0.40320E-04, 0.53662E-06, 0.44376E-02, 0.18050E-02, 0.22167E-02, 0.11367E-02, 0.48043E-04, 0.84635E-04
 0.3378737573E+00, 0.98048E+00, 0.42836E+00, 0.13762E+01, 0.11355E+01,-0.33555E-04,-0.12065E-02,0.12505E+01,0.13762E+01,0.11354E+01,-0.79608E-04,-0.12077E-02,-0.16502E-04,0.42093E-04, 0.46053E-04, 0.11593E-05, 0.47060E-02, 0.18526E-02, 0.23349E-02, 0.12297E-02, 0.53503E-04, 0.94425E-04
 0.3627050933E+00, 0.98063E+00, 0.42831E+00, 0.13758E+01, 0.11293E+01,-0.25823E-04,-0.10914E-02,0.12502E+01,0.13758E+01,0.11292E+01,-0.78066E-04,-0.10926E-02,-0.16312E-04,0.48525E-04, 0.52243E-04, 0.12037E-05, 0.49983E-02, 0.19046E-02, 0.24602E-02, 0.13234E-02, 0.59551E-04, 0.10481E-03
 0.3872815168E+00, 0.98079E+00, 0.42825E+00, 0.13754E+01, 0.11228E+01,-0.17402E-04,-0.99144E-03,0.12500E+01,0.13754E+01,0.11227E+01,-0.76307E-04,-0.99234E-03,-0.15766E-04,0.57807E-04, 0.58905E-04, 0.90277E-06, 0.53187E-02, 0.19612E-02, 0.25848E-02, 0.14171E-02, 0.66186E-04, 0.11584E-03
 0.4115857551E+00, 0.98097E+00, 0.42819E+00, 0.13749E+01, 0.11159E+01,-0.84331E-05,-0.91242E-03,0.12497E+01,0.13750E+01,0.11158E+01,-0.74340E-04,-0.91310E-03,-0.14787E-04,0.70414E-04, 0.65906E-04, 0.67798E-06, 0.56627E-02, 0.20219E-02, 0.27058E-02, 0.15099E-02, 0.73419E-04, 0.12747E-03
 0.4356007271E+00, 0.98118E+00, 0.42813E+00, 0.13745E+01, 0.11087E+01, 0.11463E-05,-0.84868E-03,0.12494E+01,0.13745E+01,0.11086E+01,-0.72327E-04,-0.84906E-03,-0.13168E-04,0.87030E-04, 0.73473E-04, 0.37738E-06, 0.60318E-02, 0.20848E-02, 0.28247E-02, 0.16020E-02, 0.81702E-04, 0.13981E-03
 0.4593095548E+00, 0.98142E+00, 0.42807E+00, 0.13739E+01, 0.11013E+01, 0.11457E-04,-0.80448E-03,0.12490E+01,0.13739E+01,0.11012E+01,-0.70319E-04,-0.80429E-03,-0.10740E-04,0.10837E-03, 0.81776E-04,-0.19080E-06, 0.64207E-02, 0.21474E-02, 0.29464E-02, 0.16921E-02, 0.91325E-04, 0.15269E-03
 0.4826955754E+00, 0.98170E+00, 0.42801E+00, 0.13733E+01, 0.10938E+01, 0.22484E-04,-0.79161E-03,0.12487E+01,0.13734E+01,0.10936E+01,-0.68297E-04,-0.79055E-03,-0.75317E-05,0.13401E-03, 0.90781E-04,-0.10526E-05, 0.68187E-02, 0.22087E-02, 0.30760E-02, 0.17802E-02, 0.10221E-03, 0.16600E-03
 0.5057423529E+00, 0.98203E+00, 0.42795E+00, 0.13727E+01, 0.10861E+01, 0.34232E-04,-0.80742E-03,0.12482E+01,0.13727E+01,0.10859E+01,-0.66371E-04,-0.80551E-03,-0.34057E-05,0.16472E-03, 0.10060E-03,-0.19062E-05, 0.72317E-02, 0.22679E-02, 0.32132E-02, 0.18680E-02, 0.11460E-03, 0.18016E-03
 0.5284336899E+00, 0.98240E+00, 0.42789E+00, 0.13720E+01, 0.10782E+01, 0.46714E-04,-0.82458E-03,0.12478E+01,0.13720E+01,0.10780E+01,-0.64441E-04,-0.82245E-03, 0.18327E-05,0.20160E-03, 0.11115E-03,-0.21252E-05, 0.76646E-02, 0.23240E-02, 0.33542E-02, 0.19554E-02, 0.12877E-03, 0.19536E-03
 0.5507536387E+00, 0.98283E+00, 0.42784E+00, 0.13712E+01, 0.10703E+01, 0.60000E-04,-0.81354E-03,0.12473E+01,0.13712E+01,0.10700E+01,-0.62209E-04,-0.81204E-03, 0.82860E-05,0.24472E-03, 0.12221E-03,-0.14906E-05, 0.81172E-02, 0.23761E-02, 0.34952E-02, 0.20407E-02, 0.14464E-03, 0.21135E-03
 0.5726865127E+00, 0.98331E+00, 0.42779E+00, 0.13704E+01, 0.10622E+01, 0.74138E-04,-0.76094E-03,0.12468E+01,0.13704E+01,0.10619E+01,-0.59550E-04,-0.76075E-03, 0.16018E-04,0.29423E-03, 0.13369E-03,-0.18929E-06, 0.85934E-02, 0.24220E-02, 0.36328E-02, 0.21222E-02, 0.16208E-03, 0.22784E-03
 0.5942168971E+00, 0.98385E+00, 0.42775E+00, 0.13696E+01, 0.10540E+01, 0.89015E-04,-0.66846E-03,0.12462E+01,0.13695E+01,0.10537E+01,-0.56651E-04,-0.67009E-03, 0.25302E-04,0.35231E-03, 0.14567E-03, 0.16277E-05, 0.90999E-02, 0.24590E-02, 0.37624E-02, 0.21983E-02, 0.18127E-03, 0.24480E-03
 0.6153296603E+00, 0.98448E+00, 0.42773E+00, 0.13686E+01, 0.10456E+01, 0.10468E-03,-0.55483E-03,0.12456E+01,0.13686E+01,0.10452E+01,-0.53810E-04,-0.55898E-03, 0.36659E-04,0.42172E-03, 0.15849E-03, 0.41458E-05, 0.96435E-02, 0.24845E-02, 0.38822E-02, 0.22689E-02, 0.20276E-03, 0.26259E-03
 0.6360099639E+00, 0.98518E+00, 0.42771E+00, 0.13676E+01, 0.10370E+01, 0.12128E-03,-0.44585E-03,0.12450E+01,0.13676E+01,0.10365E+01,-0.50979E-04,-0.45338E-03, 0.50581E-04,0.50371E-03, 0.17226E-03, 0.75254E-05, 0.10228E-01, 0.24969E-02, 0.39942E-02, 0.23346E-02, 0.22703E-03, 0.28116E-03
 0.6562432737E+00, 0.98599E+00, 0.42771E+00, 0.13665E+01, 0.10281E+01, 0.13871E-03,-0.34661E-03,0.12443E+01,0.13664E+01,0.10275E+01,-0.47997E-04,-0.35881E-03, 0.67430E-04,0.59877E-03, 0.18671E-03, 0.12192E-04, 0.10852E-01, 0.24955E-02, 0.40989E-02, 0.23951E-02, 0.25441E-03, 0.30018E-03
 0.6760153695E+00, 0.98690E+00, 0.42772E+00, 0.13653E+01, 0.10189E+01, 0.15686E-03,-0.23741E-03,0.12435E+01,0.13652E+01,0.10182E+01,-0.44928E-04,-0.25536E-03, 0.87557E-04,0.70857E-03, 0.20178E-03, 0.17957E-04, 0.11520E-01, 0.24798E-02, 0.41953E-02, 0.24493E-02, 0.28534E-03, 0.31976E-03
 0.6953123553E+00, 0.98793E+00, 0.42775E+00, 0.13640E+01, 0.10092E+01, 0.17558E-03,-0.98416E-04,0.12427E+01,0.13639E+01,0.10084E+01,-0.41947E-04,-0.12232E-03, 0.11156E-03,0.83635E-03, 0.21753E-03, 0.23900E-04, 0.12254E-01, 0.24499E-02, 0.42801E-02, 0.24976E-02, 0.32079E-03, 0.34017E-03
 0.7141206690E+00, 0.98911E+00, 0.42779E+00, 0.13625E+01, 0.99895E+00, 0.19469E-03, 0.76839E-04,0.12417E+01,0.13624E+01,0.99796E+00,-0.39227E-04, 0.47276E-04, 0.14043E-03,0.98578E-03, 0.23392E-03, 0.29562E-04, 0.13084E-01, 0.24053E-02, 0.43490E-02, 0.25410E-02, 0.36206E-03, 0.36174E-03
 0.7324270919E+00, 0.99047E+00, 0.42785E+00, 0.13609E+01, 0.98787E+00, 0.21417E-03, 0.29058E-03,0.12407E+01,0.13607E+01,0.98671E+00,-0.36600E-04, 0.25598E-03, 0.17531E-03,0.11602E-02, 0.25077E-03, 0.34593E-04, 0.14024E-01, 0.23456E-02, 0.44009E-02, 0.25784E-02, 0.41034E-03, 0.38442E-03
 0.7502187581E+00, 0.99202E+00, 0.42792E+00, 0.13590E+01, 0.97584E+00, 0.23405E-03, 0.54345E-03,0.12395E+01,0.13588E+01,0.97448E+00,-0.33817E-04, 0.50494E-03, 0.21745E-03,0.13620E-02, 0.26786E-03, 0.38507E-04, 0.15076E-01, 0.22700E-02, 0.44339E-02, 0.26084E-02, 0.46681E-03, 0.40776E-03
 0.7674831634E+00, 0.99381E+00, 0.42800E+00, 0.13569E+01, 0.96269E+00, 0.25444E-03, 0.82053E-03,0.12381E+01,0.13566E+01,0.96110E+00,-0.30861E-04, 0.77888E-03, 0.26825E-03,0.15939E-02, 0.28530E-03, 0.41657E-04, 0.16231E-01, 0.21773E-02, 0.44396E-02, 0.26300E-02, 0.53282E-03, 0.43133E-03
 0.7842081743E+00, 0.99586E+00, 0.42811E+00, 0.13545E+01, 0.94824E+00, 0.27531E-03, 0.10895E-02,0.12366E+01,0.13542E+01,0.94638E+00,-0.27857E-04, 0.10453E-02, 0.32949E-03,0.18593E-02, 0.30317E-03, 0.44214E-04, 0.17477E-01, 0.20666E-02, 0.44111E-02, 0.26412E-02, 0.60987E-03, 0.45477E-03
