y,y+,y*,rhob,rhow,ub,ut,Tb,Tw,ew,hw,cw,sm,Gm,mum,lam,cpm,cvm,Prm,Eckm,Tmfw,umfb,umft,Tffw,uffb,ufft,upupb,upupt,vpvpb,vpvpt,wpwpb,wpwpt,upvpb,upvpt,TpTpw,vpTpb,vpTpt,ufufb,ufuft,ufuftauw,vfvfb,vfvft,vfvftauw,wfwfb,wfwft,wfwftauw,ufvfb,ufvft,ufvftauw,TfTfw,vfTfb,vfTfw,<ufufb>,<ufuft>,<vfvfb>,<vfvft>,<wfwfb>,<wfwft>,<ufvfb>,<ufvft>,<TfTfw>,<vfTfb>,<vfTft>,Shear1,Shear2,M1,M2,Re,rhormsj,rhormsw,Mrms,Trmsj,Trmsw,prmsj,crmsj,Grms,T0rmsj,srms,cprms,cvrms,murmsj,larmsj,Prrms,Eckrms,Mt,urmsb,urms+,urms*,vrmsb,vrms+,vrms*,wrmsb,wrms+,wrms*,vrt+,vrt*,vrtx+,vrtx*,vrty+,vrty*,vrtz+,vrtz*,divrms+,divrms*,ducrrms,-rhoupvp,-rhovpTp,-upvp_duy,T0,ducros,qtot,retaus,ropup,ropvp,ropwp"
2.599728405E-01,1.628525238E+02,5.351435471E+01,9.782398343E-01,3.926008940E-01,9.646248221E-01,2.752231598E+01,2.513508320E+00,2.514705420E+00,2.514673710E+00,2.514673710E+00,1.585603356E+00,7.563922729E+02,1.200000048E+00,1.906777263E+00,1.906777263E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.418707013E+00,2.513508320E+00,9.628368616E-01,2.747130203E+01,1.197080244E-03,1.787986956E-03,5.101417750E-02,1.023690123E-02,8.333388329E+00,2.534316387E-03,2.063069820E+00,4.002108239E-03,3.257931471E+00,2.251399215E-03,1.832759976E+00,5.589130335E-03,1.469409210E-03,4.192463681E-02,4.099362995E-03,3.337101936E+00,3.337101936E+00,9.977630107E-04,8.122327328E-01,8.122327328E-01,1.572206151E-03,1.279860377E+00,1.279860377E+00,9.034563554E-04,7.354620099E-01,7.354620099E-01,2.272633137E-03,5.965525052E-04,1.702061296E-02,1.024009846E-02,8.335989952E+00,2.534576925E-03,2.063281775E+00,4.002108239E-03,3.257931471E+00,-2.252311679E-03,-1.833502769E+00,5.590563640E-03,-1.470020157E-03,-4.194206744E-02,7.400271893E-01,7.796769738E-01,1.875139952E+00,1.870190740E+00,3.549786621E+03,3.479227424E-02,1.365951262E-02,1.749610454E-01,2.972914837E-02,7.475984097E-02,3.357366100E-02,1.501863170E-02,2.756875801E-06,9.639339149E-02,2.823367500E+01,9.876584045E-06,5.543031421E-06,2.093891241E-02,2.093891241E-02,2.009986474E-06,2.570815384E-01,2.510945499E-01,1.011774242E-01,2.886756659E+00,1.808779120E+00,5.034193024E-02,1.436337233E+00,8.999778032E-01,6.326057762E-02,1.804927230E+00,1.130931497E+00,2.031068504E-01,1.152050421E-01,1.185708717E-01,1.179869100E-01,4.421494156E-02,-1.467116526E-04,2.367489651E-04,-9.003731248E-05,1.617743867E-03,3.084668191E-03,0.000000000E+00,7.357536554E-01,1.270036882E-04,9.280068427E-02,4.305111408E+00,0.000000000E+00,3.122691512E-01,2.058459473E+02,-1.131861877E+02,3.230634689E+01,3.508786261E-01
2.632455826E-01,1.649026489E+02,5.415886307E+01,9.777875543E-01,3.924193680E-01,9.662884474E-01,2.756978226E+01,2.514649868E+00,2.515802383E+00,2.515770674E+00,2.515770674E+00,1.585953116E+00,7.568526001E+02,1.200000048E+00,1.907363296E+00,1.907363296E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.422836423E+00,2.514649868E+00,9.645484686E-01,2.752013779E+01,1.152630546E-03,1.739998581E-03,4.964499176E-02,1.012309454E-02,8.240742683E+00,2.537271939E-03,2.065475702E+00,3.993942402E-03,3.251283884E+00,2.244492527E-03,1.827137709E+00,5.472851917E-03,1.454791753E-03,4.150757566E-02,4.049975425E-03,3.296897650E+00,3.296897650E+00,9.983909549E-04,8.127439022E-01,8.127439022E-01,1.568270964E-03,1.276656866E+00,1.276656866E+00,8.998322301E-04,7.325118184E-01,7.325118184E-01,2.223035088E-03,5.900728283E-04,1.683573797E-02,1.012612227E-02,8.243207932E+00,2.537525492E-03,2.065682173E+00,3.993942402E-03,3.251283884E+00,-2.245368902E-03,-1.827850938E+00,5.474180449E-03,-1.455372083E-03,-4.152413458E-02,7.367544174E-01,7.762173414E-01,1.877971649E+00,1.873003125E+00,3.553172852E+03,3.447053209E-02,1.352693979E-02,1.740895808E-01,2.940543555E-02,7.397805899E-02,3.349393606E-02,1.485342998E-02,2.756875801E-06,9.574617445E-02,2.789767075E+01,9.876584045E-06,5.543031421E-06,2.070952952E-02,2.070952952E-02,2.009986474E-06,2.562541664E-01,2.501469553E-01,1.006134525E-01,2.870665550E+00,1.798281074E+00,5.037127063E-02,1.437174320E+00,9.002941251E-01,6.319601834E-02,1.803085327E+00,1.129516244E+00,2.014384419E-01,1.144969538E-01,1.174914688E-01,1.168907136E-01,4.370550439E-02,-1.441414352E-04,2.354365570E-04,-9.129511454E-05,1.605616999E-03,3.062485950E-03,0.000000000E+00,7.327917218E-01,1.256221876E-04,9.377335012E-02,4.312054634E+00,0.000000000E+00,3.062763214E-01,2.057351227E+02,-1.101738052E+02,3.188465118E+01,3.497242928E-01
2.665440738E-01,1.669688873E+02,5.480839920E+01,9.773440957E-01,3.922413886E-01,9.679454565E-01,2.761705971E+01,2.515776873E+00,2.516886234E+00,2.516854525E+00,2.516854525E+00,1.586298585E+00,7.573067627E+02,1.200000048E+00,1.907942414E+00,1.907942414E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.426957965E+00,2.515776873E+00,9.662522078E-01,2.756874657E+01,1.109530916E-03,1.693271683E-03,4.831179604E-02,1.001122873E-02,8.149678230E+00,2.539666602E-03,2.067425251E+00,3.985296469E-03,3.244245768E+00,2.237393521E-03,1.821358562E+00,5.359134171E-03,1.440200605E-03,4.109126702E-02,4.001517780E-03,3.257450581E+00,3.257450581E+00,9.988069069E-04,8.130825162E-01,8.130825162E-01,1.564161270E-03,1.273311377E+00,1.273311377E+00,8.961526328E-04,7.295164466E-01,7.295164466E-01,2.174613532E-03,5.836238270E-04,1.665173844E-02,1.001409627E-02,8.152012825E+00,2.539913403E-03,2.067625999E+00,3.985296469E-03,3.244245768E+00,-2.238234738E-03,-1.822043419E+00,5.360365380E-03,-1.440751948E-03,-4.110699520E-02,7.334559560E-01,7.727298141E-01,1.880792499E+00,1.875806332E+00,3.556571777E+03,3.415402770E-02,1.339665707E-02,1.732293516E-01,2.908579074E-02,7.320541888E-02,3.341235220E-02,1.469034143E-02,2.756875801E-06,9.510673583E-02,2.756572151E+01,9.876584045E-06,5.543031421E-06,2.048305981E-02,2.048305981E-02,2.009986474E-06,2.554360628E-01,2.492040396E-01,1.000560075E-01,2.854760647E+00,1.787912250E+00,5.039503425E-02,1.437852263E+00,9.005145431E-01,6.312759966E-02,1.801133275E+00,1.128037453E+00,1.997854114E-01,1.137896106E-01,1.164253429E-01,1.158062294E-01,4.321341217E-02,-1.415637671E-04,2.339119383E-04,-9.234817844E-05,1.593245077E-03,3.039811272E-03,0.000000000E+00,7.297850251E-01,1.242473081E-04,9.472606331E-02,4.318973064E+00,0.000000000E+00,3.004452884E-01,2.056260223E+02,-1.072394485E+02,3.146512413E+01,3.479784727E-01
2.698684633E-01,1.690513458E+02,5.546299744E+01,9.769091606E-01,3.920668364E-01,9.695962667E-01,2.766415787E+01,2.516889811E+00,2.517957449E+00,2.517925739E+00,2.517925739E+00,1.586639762E+00,7.577548828E+02,1.200000048E+00,1.908514500E+00,1.908514500E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.431072831E+00,2.516889811E+00,9.679484963E-01,2.761714554E+01,1.067730132E-03,1.647766330E-03,4.701345414E-02,9.901254438E-03,8.060153008E+00,2.541511320E-03,2.068927050E+00,3.976166714E-03,3.236813545E+00,2.230104292E-03,1.815424800E+00,5.247891881E-03,1.425637864E-03,4.067576677E-02,3.953964915E-03,3.218739986E+00,3.218739986E+00,9.990154067E-04,8.132522106E-01,8.132522106E-01,1.559875207E-03,1.269822359E+00,1.269822359E+00,8.924183785E-04,7.264765501E-01,7.264765501E-01,2.127325628E-03,5.772058503E-04,1.646862179E-02,9.903969243E-03,8.062363625E+00,2.541751601E-03,2.069122553E+00,3.976166714E-03,3.236813545E+00,-2.230911981E-03,-1.816082239E+00,5.249031819E-03,-1.426161150E-03,-4.069070145E-02,7.301315665E-01,7.692143321E-01,1.883603334E+00,1.878601313E+00,3.559984375E+03,3.384253755E-02,1.326856948E-02,1.723800600E-01,2.877007797E-02,7.244162261E-02,3.332894668E-02,1.452929527E-02,2.756875801E-06,9.447488934E-02,2.723769951E+01,9.876584045E-06,5.543031421E-06,2.025940642E-02,2.025940455E-02,2.009986474E-06,2.546269894E-01,2.482654899E-01,9.950494021E-02,2.839037895E+00,1.777669430E+00,5.041332915E-02,1.438374400E+00,9.006410241E-01,6.305527687E-02,1.799069643E+00,1.126494169E+00,1.981474906E-01,1.130832806E-01,1.153716147E-01,1.147336438E-01,4.273780808E-02,-1.390155667E-04,2.322530781E-04,-9.323751874E-05,1.581003657E-03,3.017360112E-03,0.000000000E+00,7.267342806E-01,1.228791371E-04,9.565888345E-02,4.325867653E+00,0.000000000E+00,2.947678566E-01,2.055186310E+02,-1.043806839E+02,3.104796028E+01,3.458218873E-01
2.732189298E-01,1.711501617E+02,5.612269592E+01,9.764825106E-01,3.918956220E-01,9.712412953E-01,2.771109390E+01,2.517989159E+00,2.519016266E+00,2.518984556E+00,2.518984556E+00,1.586977005E+00,7.581971436E+02,1.200000048E+00,1.909079909E+00,1.909079909E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.435182095E+00,2.517989159E+00,9.696378708E-01,2.766534615E+01,1.027185470E-03,1.603445620E-03,4.574891180E-02,9.793118574E-03,7.972125053E+00,2.542817965E-03,2.069990396E+00,3.966552671E-03,3.228987217E+00,2.222627169E-03,1.809338093E+00,5.139053799E-03,1.411105506E-03,4.026113451E-02,3.907290287E-03,3.180744171E+00,3.180744171E+00,9.990208782E-04,8.132567406E-01,8.132567406E-01,1.555412775E-03,1.266189575E+00,1.266189575E+00,8.886300493E-04,7.233926058E-01,7.233926058E-01,2.081136452E-03,5.708189565E-04,1.628639363E-02,9.795689955E-03,7.974218369E+00,2.543051727E-03,2.070180893E+00,3.966552671E-03,3.228987217E+00,-2.223402495E-03,-1.809969187E+00,5.140108988E-03,-1.411602134E-03,-4.027530551E-02,7.267810702E-01,7.656706572E-01,1.886404753E+00,1.881388783E+00,3.563411377E+03,3.353590518E-02,1.314260624E-02,1.715413928E-01,2.845820040E-02,7.168646157E-02,3.324376047E-02,1.437024027E-02,2.756875801E-06,9.385046363E-02,2.691351509E+01,9.876584045E-06,5.543031421E-06,2.003849670E-02,2.003849670E-02,2.009986474E-06,2.538267374E-01,2.473310083E-01,9.896009415E-02,2.823492527E+00,1.767549753E+00,5.042628199E-02,1.438743949E+00,9.006757140E-01,6.297902763E-02,1.796894073E+00,1.124886274E+00,1.965252906E-01,1.123779938E-01,1.143298820E-01,1.136744842E-01,4.227806255E-02,-1.365113130E-04,2.304940863E-04,-9.398276597E-05,1.568594016E-03,2.994562965E-03,0.000000000E+00,7.236399651E-01,1.215177035E-04,9.657154232E-02,4.332740784E+00,0.000000000E+00,2.892314494E-01,2.054129028E+02,-1.015952911E+02,3.063313866E+01,3.434232771E-01
2.765957415E-01,1.732654724E+02,5.678753662E+01,9.760640264E-01,3.917276561E-01,9.728810191E-01,2.775787926E+01,2.519075155E+00,2.520062923E+00,2.520031214E+00,2.520031214E+00,1.587310195E+00,7.586336060E+02,1.200000048E+00,1.909638762E+00,1.909638762E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.439286947E+00,2.519075155E+00,9.713207483E-01,2.771336174E+01,9.878625860E-04,1.560273813E-03,4.451715201E-02,9.686772712E-03,7.885553837E+00,2.543597482E-03,2.070625067E+00,3.956459928E-03,3.220771074E+00,2.214963548E-03,1.803099394E+00,5.032566842E-03,1.396603649E-03,3.984737396E-02,3.861468285E-03,3.143442869E+00,3.143442869E+00,9.988283273E-04,8.130999804E-01,8.130999804E-01,1.550776185E-03,1.262415171E+00,1.262415171E+00,8.847879362E-04,7.202649117E-01,7.202649117E-01,2.036019461E-03,5.644630874E-04,1.610505022E-02,9.689207189E-03,7.887535572E+00,2.543824958E-03,2.070810318E+00,3.956459928E-03,3.220771313E+00,-2.215707675E-03,-1.803705096E+00,5.033542868E-03,-1.397074782E-03,-3.986081481E-02,7.234042287E-01,7.620986104E-01,1.889197946E+00,1.884169579E+00,3.566854004E+03,3.323402628E-02,1.301871985E-02,1.707130522E-01,2.815010771E-02,7.093983889E-02,3.315683454E-02,1.421314850E-02,2.756875801E-06,9.323327988E-02,2.659312630E+01,9.876584045E-06,5.543031421E-06,1.982029527E-02,1.982029527E-02,2.009986474E-06,2.530350089E-01,2.464003563E-01,9.842132032E-02,2.808120489E+00,1.757549882E+00,5.043400824E-02,1.438964367E+00,9.006206393E-01,6.289888173E-02,1.794607520E+00,1.123214006E+00,1.949185878E-01,1.116725951E-01,1.133010089E-01,1.126286462E-01,4.183368012E-02,-1.340170711E-04,2.285775554E-04,-9.456048429E-05,1.555987285E-03,2.971365582E-03,0.000000000E+00,7.205021977E-01,1.201629493E-04,9.746345878E-02,4.339593887E+00,0.000000000E+00,2.838324010E-01,2.053087769E+02,-9.888107300E+01,3.022079277E+01,3.409371376E-01
2.799990773E-01,1.753973999E+02,5.745756149E+01,9.756535292E-01,3.915629089E-01,9.745159149E-01,2.780452538E+01,2.520148039E+00,2.521097898E+00,2.521065950E+00,2.521065950E+00,1.587639570E+00,7.590644531E+02,1.200000048E+00,1.910191059E+00,1.910191059E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.443388224E+00,2.520148039E+00,9.729976654E-01,2.776120758E+01,9.497150895E-04,1.518212492E-03,4.331707209E-02,9.582159109E-03,7.800392628E+00,2.543861279E-03,2.070839882E+00,3.945888020E-03,3.212165117E+00,2.207115758E-03,1.796710849E+00,4.928353708E-03,1.382134156E-03,3.943453729E-02,3.816472134E-03,3.106813431E+00,3.106813431E+00,9.984421777E-04,8.127855659E-01,8.127855659E-01,1.545965089E-03,1.258498669E+00,1.258498669E+00,8.808928542E-04,7.170941830E-01,7.170941830E-01,1.991936937E-03,5.581383011E-04,1.592459530E-02,9.584464133E-03,7.802268982E+00,2.544082468E-03,2.071019888E+00,3.945888020E-03,3.212165117E+00,-2.207829850E-03,-1.797292113E+00,4.929256160E-03,-1.382580842E-03,-3.944728151E-02,7.200009227E-01,7.584980726E-01,1.891983390E+00,1.886944294E+00,3.570312500E+03,3.293669596E-02,1.289682090E-02,1.698946655E-01,2.784567699E-02,7.020146400E-02,3.306820244E-02,1.405795477E-02,2.756875801E-06,9.262314439E-02,2.627640533E+01,9.876584045E-06,5.543031421E-06,1.960471459E-02,1.960471459E-02,2.009986474E-06,2.522515059E-01,2.454731762E-01,9.788843244E-02,2.792916298E+00,1.747666240E+00,5.043661967E-02,1.439038873E+00,9.004778266E-01,6.281482428E-02,1.792209268E+00,1.121477008E+00,1.933277547E-01,1.109671444E-01,1.122842506E-01,1.115975603E-01,4.140391573E-02,-1.315628615E-04,2.265668591E-04,-9.500399756E-05,1.543572289E-03,2.948510228E-03,0.000000000E+00,7.173217535E-01,1.188149254E-04,9.833476692E-02,4.346428871E+00,0.000000000E+00,2.785653770E-01,2.052062378E+02,-9.623570251E+01,2.981102562E+01,3.384911418E-01
2.834291458E-01,1.775460663E+02,5.813280869E+01,9.752507210E-01,3.914012611E-01,9.761462808E-01,2.785104179E+01,2.521208286E+00,2.522120953E+00,2.522089005E+00,2.522089005E+00,1.587965131E+00,7.594898071E+02,1.200000048E+00,1.910737157E+00,1.910737157E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.447487235E+00,2.521208286E+00,9.746690392E-01,2.780889511E+01,9.127052035E-04,1.477226499E-03,4.214767739E-02,9.479227476E-03,7.716600895E+00,2.543620765E-03,2.070644140E+00,3.934839740E-03,3.203171015E+00,2.199086128E-03,1.790174246E+00,4.826353863E-03,1.367697609E-03,3.902263939E-02,3.772275755E-03,3.070835114E+00,3.070835114E+00,9.978668531E-04,8.123173118E-01,8.123173118E-01,1.540980884E-03,1.254441261E+00,1.254441261E+00,8.769455017E-04,7.138807774E-01,7.138807774E-01,1.948858495E-03,5.518445396E-04,1.574502327E-02,9.481409565E-03,7.718377113E+00,2.543835901E-03,2.070819139E+00,3.934839740E-03,3.203171015E+00,-2.199771116E-03,-1.790732026E+00,4.827187397E-03,-1.368120895E-03,-3.903471678E-02,7.165708542E-01,7.548688054E-01,1.894761920E+00,1.889713764E+00,3.573787842E+03,3.264377266E-02,1.277684607E-02,1.690859199E-01,2.754482627E-02,6.947118044E-02,3.297791258E-02,1.390461810E-02,2.756875801E-06,9.201985598E-02,2.596327400E+01,9.876584045E-06,5.543031421E-06,1.939169504E-02,1.939169504E-02,2.009986474E-06,2.514759600E-01,2.445491999E-01,9.736126661E-02,2.777875185E+00,1.737895608E+00,5.043423548E-02,1.438970804E+00,9.002493620E-01,6.272686273E-02,1.789699554E+00,1.119675279E+00,1.917523295E-01,1.102610007E-01,1.112796664E-01,1.105810329E-01,4.098803923E-02,-1.291476947E-04,2.244667121E-04,-9.531902469E-05,1.530978363E-03,2.925289795E-03,0.000000000E+00,7.140990496E-01,1.174735880E-04,9.918569028E-02,4.353247166E+00,0.000000000E+00,2.734231353E-01,2.051052551E+02,-9.365702820E+01,2.940387344E+01,3.361737132E-01
2.868861556E-01,1.797116089E+02,5.881331635E+01,9.748555422E-01,3.912426531E-01,9.777725935E-01,2.789744377E+01,2.522255898E+00,2.523132801E+00,2.523100853E+00,2.523100853E+00,1.588286877E+00,7.599097290E+02,1.200000048E+00,1.911277056E+00,1.911277056E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.451584697E+00,2.522255898E+00,9.763352871E-01,2.785643578E+01,8.767939289E-04,1.437281258E-03,4.100797325E-02,9.377927519E-03,7.634137154E+00,2.542887349E-03,2.070046902E+00,3.923316021E-03,3.193789959E+00,2.190876985E-03,1.783491611E+00,4.726503510E-03,1.353294705E-03,3.861170262E-02,3.728854470E-03,3.035487890E+00,3.035487890E+00,9.971071268E-04,8.116988540E-01,8.116988540E-01,1.535824034E-03,1.250243306E+00,1.250243306E+00,8.729465189E-04,7.106254101E-01,7.106254101E-01,1.906753052E-03,5.455816281E-04,1.556633227E-02,9.379993193E-03,7.635818958E+00,2.543096431E-03,2.070217133E+00,3.923316021E-03,3.193789959E+00,-2.191534266E-03,-1.784026742E+00,4.727272317E-03,-1.353695756E-03,-3.862314299E-02,7.131138444E-01,7.512107491E-01,1.897534251E+00,1.892478585E+00,3.577280518E+03,3.235509992E-02,1.265872736E-02,1.682865471E-01,2.724746242E-02,6.874876469E-02,3.288599849E-02,1.375308819E-02,2.756875801E-06,9.142322838E-02,2.565364075E+01,9.876584045E-06,5.543031421E-06,1.918116957E-02,1.918116957E-02,2.009986474E-06,2.507080734E-01,2.436281443E-01,9.683965147E-02,2.762992859E+00,1.728234529E+00,5.042695627E-02,1.438763142E+00,8.999370337E-01,6.263498962E-02,1.787078023E+00,1.117808700E+00,1.901921332E-01,1.095539555E-01,1.102871001E-01,1.095792130E-01,4.058531672E-02,-1.267730986E-04,2.222864277E-04,-9.551332187E-05,1.518455218E-03,2.902181586E-03,0.000000000E+00,7.108347416E-01,1.161389009E-04,1.000165939E-01,4.360050201E+00,0.000000000E+00,2.684018910E-01,2.050057678E+02,-9.114293671E+01,2.899940872E+01,3.340230286E-01
2.903703153E-01,1.818941650E+02,5.949913025E+01,9.744676948E-01,3.910869956E-01,9.793951511E-01,2.794373894E+01,2.523291349E+00,2.524133444E+00,2.524101496E+00,2.524101496E+00,1.588605046E+00,7.603243408E+02,1.200000048E+00,1.911810875E+00,1.911810875E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.455681801E+00,2.523291349E+00,9.779968262E-01,2.790384102E+01,8.419442456E-04,1.398343709E-03,3.989702091E-02,9.278213605E-03,7.552964687E+00,2.541671973E-03,2.069057465E+00,3.911317792E-03,3.184022903E+00,2.182491124E-03,1.776665092E+00,4.628740717E-03,1.338926377E-03,3.820174932E-02,3.686185461E-03,3.000753164E+00,3.000753164E+00,9.961674223E-04,8.109338284E-01,8.109338284E-01,1.530495239E-03,1.245905399E+00,1.245905399E+00,8.688967791E-04,7.073286772E-01,7.073286772E-01,1.865590923E-03,5.393495085E-04,1.538851857E-02,9.280169383E-03,7.554556370E+00,2.541875234E-03,2.069222927E+00,3.911317792E-03,3.184022903E+00,-2.183121629E-03,-1.777178407E+00,4.629449919E-03,-1.339306007E-03,-3.821258247E-02,7.096296549E-01,7.475236058E-01,1.900301099E+00,1.895239472E+00,3.580791504E+03,3.207053244E-02,1.254240051E-02,1.674962342E-01,2.695349790E-02,6.803402305E-02,3.279250488E-02,1.360331755E-02,2.756875801E-06,9.083308280E-02,2.534741211E+01,9.876584045E-06,5.543031421E-06,1.897307299E-02,1.897307299E-02,2.009986474E-06,2.499476373E-01,2.427097559E-01,9.632343799E-02,2.748264551E+00,1.718680263E+00,5.041490123E-02,1.438419223E+00,8.995429277E-01,6.253918260E-02,1.784344673E+00,1.115876794E+00,1.886468381E-01,1.088459045E-01,1.093064100E-01,1.085918024E-01,4.019493610E-02,-1.244453306E-04,2.200447343E-04,-9.559940372E-05,1.505879220E-03,2.878949512E-03,0.000000000E+00,7.075294256E-01,1.148108422E-04,1.008281335E-01,4.366839409E+00,0.000000000E+00,2.634968162E-01,2.049077454E+02,-8.869139862E+01,2.859766388E+01,3.320228457E-01
2.938818634E-01,1.840938568E+02,6.019028854E+01,9.740871191E-01,3.909342587E-01,9.810143709E-01,2.798993683E+01,2.524314880E+00,2.525123119E+00,2.525091171E+00,2.525091171E+00,1.588919640E+00,7.607337646E+02,1.200000048E+00,1.912338734E+00,1.912338734E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.459779263E+00,2.524314880E+00,9.796540141E-01,2.795112228E+01,8.081207634E-04,1.360382303E-03,3.881392255E-02,9.180041961E-03,7.473047733E+00,2.539985813E-03,2.067685127E+00,3.898846218E-03,3.173870325E+00,2.173930872E-03,1.769696712E+00,4.533007741E-03,1.324593090E-03,3.779279813E-02,3.644246608E-03,2.966612816E+00,2.966612816E+00,9.950520471E-04,8.100259304E-01,8.100259304E-01,1.524994965E-03,1.241427898E+00,1.241427898E+00,8.647970390E-04,7.039912939E-01,7.039912939E-01,1.825343352E-03,5.331478314E-04,1.521157566E-02,9.181892499E-03,7.474554062E+00,2.540183486E-03,2.067845821E+00,3.898846218E-03,3.173870325E+00,-2.174535766E-03,-1.770188928E+00,4.533661064E-03,-1.324952347E-03,-3.780304641E-02,7.061181664E-01,7.438073754E-01,1.903063178E+00,1.897996902E+00,3.584321045E+03,3.178994358E-02,1.242780965E-02,1.667147577E-01,2.666284703E-02,6.732676923E-02,3.269748017E-02,1.345526241E-02,2.756875801E-06,9.024927020E-02,2.504450607E+01,9.876584045E-06,5.543031421E-06,1.876734383E-02,1.876734383E-02,2.009986474E-06,2.491944581E-01,2.417937815E-01,9.581249952E-02,2.733686447E+00,1.709229827E+00,5.039817467E-02,1.437941909E+00,8.990688324E-01,6.243944168E-02,1.781498909E+00,1.113879561E+00,1.871159673E-01,1.081368402E-01,1.083374619E-01,1.076182127E-01,3.981611505E-02,-1.221634302E-04,2.177466667E-04,-9.558323654E-05,1.493310789E-03,2.855709754E-03,0.000000000E+00,7.041836977E-01,1.134893537E-04,1.016210690E-01,4.373616219E+00,0.000000000E+00,2.587041855E-01,2.048111725E+02,-8.630050659E+01,2.819867897E+01,3.301074803E-01
2.974209785E-01,1.863108368E+02,6.088683701E+01,9.737136364E-01,3.907843828E-01,9.826305509E-01,2.803604889E+01,2.525326729E+00,2.526102066E+00,2.526070118E+00,2.526070118E+00,1.589230776E+00,7.611380615E+02,1.200000048E+00,1.912860870E+00,1.912860870E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.463877797E+00,2.525326729E+00,9.813071489E-01,2.799829102E+01,7.752898382E-04,1.323367120E-03,3.775781766E-02,9.083371609E-03,7.394352436E+00,2.537840512E-03,2.065938711E+00,3.885901766E-03,3.163332939E+00,2.165199025E-03,1.762588501E+00,4.439247772E-03,1.310295309E-03,3.738485649E-02,3.603017423E-03,2.933049917E+00,2.933049917E+00,9.937656578E-04,8.089787364E-01,8.089787364E-01,1.519323559E-03,1.236811042E+00,1.236811042E+00,8.606480551E-04,7.006137967E-01,7.006137967E-01,1.785983332E-03,5.269765970E-04,1.503549889E-02,9.085122496E-03,7.395778179E+00,2.538032597E-03,2.066095114E+00,3.885901766E-03,3.163332939E+00,-2.165779006E-03,-1.763060570E+00,4.439848941E-03,-1.310635009E-03,-3.739454970E-02,7.025790215E-01,7.400618792E-01,1.905820847E+00,1.900751591E+00,3.587869873E+03,3.151320666E-02,1.231489982E-02,1.659418792E-01,2.637542412E-02,6.662681699E-02,3.260097280E-02,1.330887899E-02,2.756875801E-06,8.967162669E-02,2.474483681E+01,9.876584045E-06,5.543031421E-06,1.856392249E-02,1.856392249E-02,2.009986474E-06,2.484483868E-01,2.408799827E-01,9.530669451E-02,2.719254971E+00,1.699880600E+00,5.037688464E-02,1.437334538E+00,8.985167146E-01,6.233575195E-02,1.778540492E+00,1.111816525E+00,1.855990738E-01,1.074268967E-01,1.073801368E-01,1.066577211E-01,3.944807872E-02,-1.199305771E-04,2.154052345E-04,-9.547465015E-05,1.480712206E-03,2.832390368E-03,0.000000000E+00,7.007982135E-01,1.121744135E-04,1.023962051E-01,4.380382061E+00,0.000000000E+00,2.540205419E-01,2.047160187E+02,-8.396841431E+01,2.780247688E+01,3.281701505E-01
