y,y+,y*,rhob,rhow,ub,ut,Tb,Tw,ew,hw,cw,sm,Gm,mum,lam,cpm,cvm,Prm,Eckm,Tmfw,umfb,umft,Tffw,uffb,ufft,upupb,upupt,vpvpb,vpvpt,wpwpb,wpwpt,upvpb,upvpt,TpTpw,vpTpb,vpTpt,ufufb,ufuft,ufuftauw,vfvfb,vfvft,vfvftauw,wfwfb,wfwft,wfwftauw,ufvfb,ufvft,ufvftauw,TfTfw,vfTfb,vfTfw,<ufufb>,<ufuft>,<vfvfb>,<vfvft>,<wfwfb>,<wfwft>,<ufvfb>,<ufvft>,<TfTfw>,<vfTfb>,<vfTft>,Shear1,Shear2,M1,M2,Re,rhormsj,rhormsw,Mrms,Trmsj,Trmsw,prmsj,crmsj,Grms,T0rmsj,srms,cprms,cvrms,murmsj,larmsj,Prrms,Eckrms,Mt,urmsb,urms+,urms*,vrmsb,vrms+,vrms*,wrmsb,wrms+,wrms*,vrt+,vrt*,vrtx+,vrtx*,vrty+,vrty*,vrtz+,vrtz*,divrms+,divrms*,ducrrms,-rhoupvp,-rhovpTp,-upvp_duy,T0,ducros,qtot,retaus,ropup,ropvp,ropwp"
7.683706284E-02,4.813237381E+01,1.756957626E+01,1.076342225E+00,4.319727123E-01,7.444453835E-01,2.124023819E+01,2.304764509E+00,2.318762302E+00,2.318732977E+00,2.318732977E+00,1.521595359E+00,6.737875366E+02,1.200000048E+00,1.800547600E+00,1.800547600E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.278529286E-01,2.304764509E+00,7.325358391E-01,2.090044022E+01,1.399779879E-02,1.190949790E-02,3.397973478E-01,2.440029941E-02,1.986315536E+01,7.656171219E-04,6.232535243E-01,3.089642152E-03,2.515134811E+00,1.854048460E-03,1.509295106E+00,3.132241592E-02,2.158886055E-03,6.159653142E-02,1.108872332E-02,9.026816368E+00,9.026816368E+00,3.311067703E-04,2.695387006E-01,2.695387006E-01,1.303476864E-03,1.061100245E+00,1.061100245E+00,8.418836514E-04,6.853385568E-01,6.853385568E-01,1.459485386E-02,9.871310322E-04,2.816445567E-02,2.454214357E-02,1.997862434E+01,7.664185250E-04,6.239058971E-01,3.089642385E-03,2.515134811E+00,-1.864709076E-03,-1.517973423E+00,3.151835874E-02,-2.171416068E-03,-6.195403636E-02,9.231629372E-01,9.698904753E-01,1.499609470E+00,1.504025578E+00,3.192094727E+03,8.648452163E-02,3.735889494E-02,2.660648823E-01,7.632529736E-02,1.769806147E-01,3.265303373E-02,3.892979398E-02,2.756875801E-06,1.734679937E-01,7.028754425E+01,9.876584045E-06,5.543031421E-06,5.406572297E-02,5.406572297E-02,2.009986474E-06,3.091305196E-01,3.396017551E-01,1.562036723E-01,4.456745148E+00,2.929169655E+00,2.766911499E-02,7.894448638E-01,5.188617110E-01,5.558448657E-02,1.585915804E+00,1.042338133E+00,3.512268066E-01,1.393270493E-01,2.097709626E-01,2.448341995E-01,2.845519483E-01,4.992831964E-05,-1.699732034E-03,1.649803715E-03,2.416075207E-03,4.350214731E-03,0.000000000E+00,6.890873313E-01,2.112237416E-04,1.240913104E-02,3.419643641E+00,0.000000000E+00,3.243592978E+00,2.286601715E+02,-7.187403564E+02,5.402395248E+01,5.020027757E-01
7.867135853E-02,4.928141785E+01,1.792335320E+01,1.072854161E+00,4.305728376E-01,7.506917715E-01,2.141845894E+01,2.311852455E+00,2.325445890E+00,2.325416565E+00,2.325416565E+00,1.523820758E+00,6.765215454E+02,1.200000048E+00,1.804212570E+00,1.804212570E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.404995441E-01,2.311852455E+00,7.390187979E-01,2.108540916E+01,1.359343901E-02,1.167296059E-02,3.330485821E-01,2.425993234E-02,1.974888992E+01,7.984692929E-04,6.499969363E-01,3.129964229E-03,2.547959089E+00,1.881059259E-03,1.531283379E+00,3.057298437E-02,2.171563683E-03,6.195824221E-02,1.099376101E-02,8.949512482E+00,8.949512482E+00,3.443594032E-04,2.803270817E-01,2.803270817E-01,1.317471033E-03,1.072492242E+00,1.072492242E+00,8.520737174E-04,6.936337948E-01,6.936337948E-01,1.420388278E-02,9.904307080E-04,2.825859934E-02,2.439619787E-02,1.985981750E+01,7.992760511E-04,6.506536603E-01,3.129964229E-03,2.547959328E+00,-1.891543041E-03,-1.539817691E+00,3.075777180E-02,-2.183772391E-03,-6.230657920E-02,9.213286638E-01,9.681012034E-01,1.510266662E+00,1.514430523E+00,3.201929688E+03,8.526100963E-02,3.671101853E-02,2.651971281E-01,7.518997043E-02,1.748505682E-01,3.273334354E-02,3.835061938E-02,2.756875801E-06,1.721330881E-01,6.949069977E+01,9.876584045E-06,5.543031421E-06,5.326141790E-02,5.326141790E-02,2.009986474E-06,3.101169467E-01,3.387023807E-01,1.557537168E-01,4.443907261E+00,2.915995598E+00,2.825654484E-02,8.062052131E-01,5.290181041E-01,5.594602227E-02,1.596231103E+00,1.047416449E+00,3.499121368E-01,1.398580521E-01,2.093589902E-01,2.429947406E-01,2.744673491E-01,2.825457159E-05,-1.606792444E-03,1.578537864E-03,2.390892478E-03,4.313633777E-03,0.000000000E+00,6.973084807E-01,2.118927659E-04,1.297964621E-02,3.443852186E+00,0.000000000E+00,3.099101543E+00,2.278256378E+02,-7.056095581E+02,5.429238510E+01,5.017989874E-01
8.052006364E-02,5.043948364E+01,1.828023148E+01,1.069509149E+00,4.292303324E-01,7.567546964E-01,2.159144211E+01,2.318675756E+00,2.331872940E+00,2.331843615E+00,2.331843615E+00,1.525958180E+00,6.791552734E+02,1.200000048E+00,1.807734489E+00,1.807734489E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.528421760E-01,2.318675756E+00,7.453184128E-01,2.126514816E+01,1.319730189E-02,1.143624727E-02,3.262947500E-01,2.410663664E-02,1.962409782E+01,8.317018510E-04,6.770499945E-01,3.169087926E-03,2.579807758E+00,1.907052821E-03,1.552443504E+00,2.983607166E-02,2.182765864E-03,6.227786466E-02,1.089408062E-02,8.868367195E+00,8.868367195E+00,3.577311873E-04,2.912124097E-01,2.912124097E-01,1.331021544E-03,1.083523035E+00,1.083523035E+00,8.617801359E-04,7.015354037E-01,7.015354037E-01,1.382163540E-02,9.930807864E-04,2.833421156E-02,2.423743159E-02,1.973057175E+01,8.325129165E-04,6.777102351E-01,3.169087926E-03,2.579807997E+00,-1.917351503E-03,-1.560827255E+00,3.001024574E-02,-2.194650704E-03,-6.261695921E-02,9.194799066E-01,9.663018584E-01,1.520609856E+00,1.524523258E+00,3.211456787E+03,8.405086398E-02,3.607712686E-02,2.642666399E-01,7.407356799E-02,1.727305055E-01,3.281440586E-02,3.778062016E-02,2.756875801E-06,1.707895398E-01,6.869228363E+01,9.876584045E-06,5.543031421E-06,5.247012153E-02,5.247012153E-02,2.009986474E-06,3.109657764E-01,3.377420604E-01,1.552608460E-01,4.429844379E+00,2.902232885E+00,2.883860469E-02,8.228123188E-01,5.390729904E-01,5.629459769E-02,1.606176376E+00,1.052297950E+00,3.485204279E-01,1.403475404E-01,2.088728398E-01,2.411235869E-01,2.647665143E-01,1.005978356E-05,-1.521765371E-03,1.511705574E-03,2.367272042E-03,4.279354122E-03,0.000000000E+00,7.051339149E-01,2.124236489E-04,1.356911659E-02,3.467401028E+00,0.000000000E+00,2.961977720E+00,2.270270233E+02,-6.923807983E+02,5.452263641E+01,5.021262765E-01
8.238328993E-02,5.160665131E+01,1.864023018E+01,1.066297650E+00,4.279414415E-01,7.626405358E-01,2.175937462E+01,2.325244665E+00,2.338054419E+00,2.338024855E+00,2.338024855E+00,1.528011441E+00,6.816934204E+02,1.200000048E+00,1.811119318E+00,1.811119318E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.648887515E-01,2.325244665E+00,7.514405847E-01,2.143982124E+01,1.280966122E-02,1.119994838E-02,3.195527494E-01,2.394150756E-02,1.948967361E+01,8.652579272E-04,7.043665051E-01,3.207032336E-03,2.610696793E+00,1.931998762E-03,1.572750807E+00,2.911209874E-02,2.192470012E-03,6.255473197E-02,1.079015248E-02,8.783763885E+00,8.783763885E+00,3.711979080E-04,3.021750450E-01,3.021750450E-01,1.344133867E-03,1.094197273E+00,1.094197273E+00,8.709903923E-04,7.090330124E-01,7.090330124E-01,1.344813034E-02,9.950732347E-04,2.839105763E-02,2.406695299E-02,1.959179306E+01,8.660723106E-04,7.050294280E-01,3.207032569E-03,2.610696793E+00,-1.942105242E-03,-1.580978036E+00,2.927619219E-02,-2.204029122E-03,-6.288453937E-02,9.176167250E-01,9.644708037E-01,1.530650735E+00,1.534316063E+00,3.220685547E+03,8.285534382E-02,3.545718640E-02,2.632782161E-01,7.297592610E-02,1.706220210E-01,3.289571777E-02,3.721975535E-02,2.756875801E-06,1.694392562E-01,6.789348602E+01,9.876584045E-06,5.543031421E-06,5.169175193E-02,5.169175193E-02,2.009986474E-06,3.116841018E-01,3.367260098E-01,1.547281742E-01,4.414646626E+00,2.887930155E+00,2.941465005E-02,8.392478228E-01,5.490146875E-01,5.663061514E-02,1.615763545E+00,1.056988478E+00,3.470553458E-01,1.407966167E-01,2.083164155E-01,2.392224818E-01,2.554378510E-01,-9.318529010E-06,-1.435364946E-03,1.444683527E-03,2.344869543E-03,4.246792756E-03,0.000000000E+00,7.125537395E-01,2.128147462E-04,1.417767350E-02,3.490308285E+00,0.000000000E+00,2.831710577E+00,2.262622528E+02,-6.790949707E+02,5.471617126E+01,5.028104782E-01
8.426115662E-02,5.278298187E+01,1.900337791E+01,1.063214064E+00,4.267039299E-01,7.683554292E-01,2.192243195E+01,2.331572294E+00,2.344002962E+00,2.343973398E+00,2.343973398E+00,1.529985189E+00,6.841401367E+02,1.200000048E+00,1.814374447E+00,1.814374447E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.766457081E-01,2.331572294E+00,7.573910356E-01,2.160959816E+01,1.243059896E-02,1.096439548E-02,3.128320575E-01,2.376558073E-02,1.934646034E+01,8.991237846E-04,7.319350839E-01,3.243817715E-03,2.640642166E+00,1.955976011E-03,1.592269540E+00,2.840183862E-02,2.200812334E-03,6.279276311E-02,1.068244595E-02,8.696085930E+00,8.696085930E+00,3.847554617E-04,3.132116199E-01,3.132116199E-01,1.356818015E-03,1.104522824E+00,1.104522824E+00,8.797436603E-04,7.161586285E-01,7.161586285E-01,1.308358461E-02,9.964739438E-04,2.843102254E-02,2.388580516E-02,1.944432831E+01,8.999404963E-04,7.325999737E-01,3.243817948E-03,2.640642166E+00,-1.965884119E-03,-1.600335479E+00,2.855636366E-02,-2.212045947E-03,-6.311326474E-02,9.157388210E-01,9.626272917E-01,1.540399790E+00,1.543819427E+00,3.229631836E+03,8.167447150E-02,3.485077247E-02,2.622359395E-01,7.189732045E-02,1.685278267E-01,3.297736123E-02,3.666821495E-02,2.756875801E-06,1.680842787E-01,6.709536743E+01,9.876584045E-06,5.543031421E-06,5.092655122E-02,5.092655122E-02,2.009986474E-06,3.122779131E-01,3.356591761E-01,1.541586518E-01,4.398396969E+00,2.873136997E+00,2.998479642E-02,8.555150032E-01,5.588464141E-01,5.695447326E-02,1.625003815E+00,1.061495066E+00,3.455204666E-01,1.412062049E-01,2.076936066E-01,2.372930050E-01,2.464686334E-01,-2.575417238E-05,-1.355868997E-03,1.381623209E-03,2.323841909E-03,4.216272850E-03,0.000000000E+00,7.196003795E-01,2.130802022E-04,1.480589900E-02,3.512595415E+00,0.000000000E+00,2.708067179E+00,2.255295258E+02,-6.657758179E+02,5.487470627E+01,5.036562681E-01
8.615376800E-02,5.396855545E+01,1.936969376E+01,1.060250401E+00,4.255144894E-01,7.739055157E-01,2.208078384E+01,2.337667942E+00,2.349728346E+00,2.349698544E+00,2.349698544E+00,1.531882763E+00,6.864996338E+02,1.200000048E+00,1.817505360E+00,1.817505360E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.881209135E-01,2.337667942E+00,7.631754279E-01,2.177463722E+01,1.206027437E-02,1.073006820E-02,3.061463237E-01,2.357985266E-02,1.919526672E+01,9.332461050E-04,7.597125173E-01,3.279466648E-03,2.669662237E+00,1.978967106E-03,1.610985637E+00,2.770553716E-02,2.207786776E-03,6.299175322E-02,1.057138480E-02,8.605675697E+00,8.605675697E+00,3.983814968E-04,3.243039548E-01,3.243039548E-01,1.369081088E-03,1.114505529E+00,1.114505529E+00,8.880335954E-04,7.229070663E-01,7.229070663E-01,1.272795442E-02,9.972820990E-04,2.845408022E-02,2.369499207E-02,1.928899765E+01,9.340642719E-04,7.603785396E-01,3.279466880E-03,2.669662237E+00,-1.988672186E-03,-1.618886113E+00,2.785099111E-02,-2.218695125E-03,-6.330298632E-02,9.138462543E-01,9.607543945E-01,1.549867868E+00,1.553044677E+00,3.238304688E+03,8.050919324E-02,3.425779194E-02,2.611441612E-01,7.083752751E-02,1.664492190E-01,3.305890411E-02,3.612592816E-02,2.756875801E-06,1.667262763E-01,6.629891968E+01,9.876584045E-06,5.543031421E-06,5.017439276E-02,5.017439276E-02,2.009986474E-06,3.127538562E-01,3.345462978E-01,1.535551101E-01,4.381176949E+00,2.857897043E+00,3.054850176E-02,8.715984225E-01,5.685583949E-01,5.726657808E-02,1.633908629E+00,1.065823317E+00,3.439195454E-01,1.415772438E-01,2.070079744E-01,2.353372872E-01,2.378473282E-01,-4.300387445E-05,-1.275788411E-03,1.318792230E-03,2.303897636E-03,4.187299870E-03,0.000000000E+00,7.262688279E-01,2.132199152E-04,1.545394771E-02,3.534280062E+00,0.000000000E+00,2.590598106E+00,2.248270111E+02,-6.524570312E+02,5.499974823E+01,5.044813752E-01
8.806124330E-02,5.516344070E+01,1.973920250E+01,1.057401538E+00,4.243711531E-01,7.792965174E-01,2.223459816E+01,2.343543291E+00,2.355242014E+00,2.355212212E+00,2.355212212E+00,1.533708215E+00,6.887758789E+02,1.200000048E+00,1.820518732E+00,1.820518732E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,9.993208647E-01,2.343543291E+00,7.687993050E-01,2.193509483E+01,1.169870049E-02,1.049724035E-02,2.995033562E-01,2.338526212E-02,1.903685951E+01,9.676071350E-04,7.876842618E-01,3.314002184E-03,2.697775841E+00,2.001039684E-03,1.628953815E+00,2.702370472E-02,2.213510917E-03,6.315506995E-02,1.045738533E-02,8.512873650E+00,8.512873650E+00,4.120702506E-04,3.354473412E-01,3.354473412E-01,1.380933449E-03,1.124154091E+00,1.124154091E+00,8.958936087E-04,7.293055654E-01,7.293055654E-01,1.238134596E-02,9.975542780E-04,2.846184559E-02,2.349545993E-02,1.912656784E+01,9.684258839E-04,7.883507609E-01,3.314002184E-03,2.697776079E+00,-2.010537311E-03,-1.636685491E+00,2.716056630E-02,-2.224095864E-03,-6.345707923E-02,9.119387269E-01,9.588671327E-01,1.559064746E+00,1.562001824E+00,3.246717773E+03,7.935950905E-02,3.367785364E-02,2.600066364E-01,6.979668140E-02,1.643883437E-01,3.314038366E-02,3.559300303E-02,2.756875801E-06,1.653669477E-01,6.550501251E+01,9.876584045E-06,5.543031421E-06,4.943540692E-02,4.943540692E-02,2.009986474E-06,3.131176829E-01,3.333916962E-01,1.529202163E-01,4.363062382E+00,2.842254400E+00,3.110583127E-02,8.874999881E-01,5.781528950E-01,5.756732076E-02,1.642489314E+00,1.069980145E+00,3.422563076E-01,1.419106424E-01,2.062630355E-01,2.333575040E-01,2.295615971E-01,-5.776019680E-05,-1.201750594E-03,1.259510755E-03,2.285151044E-03,4.160113167E-03,0.000000000E+00,7.325866818E-01,2.132459776E-04,1.612233929E-02,3.555382490E+00,0.000000000E+00,2.479081392E+00,2.241531219E+02,-6.391588745E+02,5.509281158E+01,5.050966144E-01
8.998370171E-02,5.636771011E+01,2.011192131E+01,1.054660439E+00,4.232710600E-01,7.845340967E-01,2.238403511E+01,2.349206924E+00,2.360552788E+00,2.360522985E+00,2.360522985E+00,1.535464883E+00,6.909724731E+02,1.200000048E+00,1.823419452E+00,1.823419452E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.010253310E+00,2.349206924E+00,7.742678523E-01,2.209112167E+01,1.134595089E-02,1.026629657E-02,2.929141521E-01,2.318270504E-02,1.887196922E+01,1.002157107E-03,8.158097267E-01,3.347449237E-03,2.725003719E+00,2.022185596E-03,1.646167755E+00,2.635644376E-02,2.217990346E-03,6.328286976E-02,1.034082472E-02,8.417986870E+00,8.417986870E+00,4.258011177E-04,3.466250002E-01,3.466250002E-01,1.392383361E-03,1.133474946E+00,1.133474946E+00,9.033217793E-04,7.353524566E-01,7.353524566E-01,1.204366703E-02,9.972946718E-04,2.845443971E-02,2.328810655E-02,1.895777130E+01,1.002975507E-03,8.164760470E-01,3.347449470E-03,2.725003719E+00,-2.031472977E-03,-1.653728247E+00,2.648517676E-02,-2.228254452E-03,-6.357572228E-02,9.100162983E-01,9.569525719E-01,1.568000436E+00,1.570700884E+00,3.254879639E+03,7.822613418E-02,3.311082721E-02,2.588272691E-01,6.877453625E-02,1.623461843E-01,3.322142735E-02,3.506935015E-02,2.756875801E-06,1.640077382E-01,6.471443939E+01,9.876584045E-06,5.543031421E-06,4.870944843E-02,4.870944843E-02,2.009986474E-06,3.133756220E-01,3.321995735E-01,1.522565186E-01,4.344126225E+00,2.826248407E+00,3.165633231E-02,9.032067060E-01,5.876216888E-01,5.785709620E-02,1.650757074E+00,1.073971391E+00,3.405346870E-01,1.422072947E-01,2.054620385E-01,2.313562781E-01,2.216000706E-01,-7.304094470E-05,-1.127732452E-03,1.200773404E-03,2.267356729E-03,4.134295043E-03,0.000000000E+00,7.385525703E-01,2.131593646E-04,1.681123860E-02,3.575920105E+00,0.000000000E+00,2.373121500E+00,2.235062714E+02,-6.259088745E+02,5.515539551E+01,5.053226948E-01
9.192126244E-02,5.758143997E+01,2.048787689E+01,1.052022576E+00,4.222124219E-01,7.896237373E-01,2.252925110E+01,2.354669333E+00,2.365671158E+00,2.365641356E+00,2.365641356E+00,1.537156105E+00,6.930931396E+02,1.200000048E+00,1.826213360E+00,1.826213360E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.020924807E+00,2.354669333E+00,7.795862556E-01,2.224286461E+01,1.100198273E-02,1.003746036E-02,2.863850594E-01,2.297302336E-02,1.870127678E+01,1.036875299E-03,8.440722227E-01,3.379833186E-03,2.751365900E+00,2.042462351E-03,1.662674189E+00,2.570406348E-02,2.221326344E-03,6.337805837E-02,1.022206992E-02,8.321314812E+00,8.321314812E+00,4.395670549E-04,3.578312099E-01,3.578312099E-01,1.403441769E-03,1.142477036E+00,1.142477036E+00,9.103465709E-04,7.410710454E-01,7.410710454E-01,1.171494182E-02,9.965519421E-04,2.843325026E-02,2.307377942E-02,1.878329659E+01,1.037692651E-03,8.447375894E-01,3.379833419E-03,2.751366138E+00,-2.051536925E-03,-1.670061231E+00,2.582510933E-02,-2.231272869E-03,-6.366185099E-02,9.080787301E-01,9.550220370E-01,1.576684117E+00,1.579151392E+00,3.262802246E+03,7.710902393E-02,3.255636245E-02,2.576095164E-01,6.777111441E-02,1.603244096E-01,3.330203891E-02,3.455501050E-02,2.756875801E-06,1.626500785E-01,6.392792130E+01,9.876584045E-06,5.543031421E-06,4.799655825E-02,4.799655825E-02,2.009986474E-06,3.135330975E-01,3.309738040E-01,1.515664309E-01,4.324436665E+00,2.809918165E+00,3.220003843E-02,9.187195301E-01,5.969662666E-01,5.813628063E-02,1.658722758E+00,1.077803493E+00,3.387584984E-01,1.424680799E-01,2.046081722E-01,2.293362021E-01,2.139510065E-01,-8.620320295E-05,-1.059022383E-03,1.145225600E-03,2.250596881E-03,4.110022914E-03,0.000000000E+00,7.441899776E-01,2.129704517E-04,1.752110012E-02,3.595912218E+00,0.000000000E+00,2.272508621E+00,2.228850708E+02,-6.127239380E+02,5.518884659E+01,5.049769282E-01
9.387404472E-02,5.880470276E+01,2.086708450E+01,1.049481988E+00,4.211927950E-01,7.945706844E-01,2.267039490E+01,2.359938383E+00,2.370605230E+00,2.370575190E+00,2.370575190E+00,1.538784981E+00,6.951411133E+02,1.200000048E+00,1.828905225E+00,1.828905225E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.031342983E+00,2.359938383E+00,7.847596407E-01,2.239046860E+01,1.066680532E-02,9.811035357E-03,2.799248099E-01,2.275701798E-02,1.852543640E+01,1.071715029E-03,8.724336624E-01,3.411180805E-03,2.776884556E+00,2.061869251E-03,1.678472400E+00,2.506655641E-02,2.223533345E-03,6.344103068E-02,1.010145433E-02,8.223126411E+00,8.223126411E+00,4.533490282E-04,3.690505028E-01,3.690505028E-01,1.414117520E-03,1.151167631E+00,1.151167631E+00,9.169693221E-04,7.464622855E-01,7.464622855E-01,1.139504276E-02,9.953341214E-04,2.839850262E-02,2.285327762E-02,1.860379791E+01,1.072530635E-03,8.730975986E-01,3.411181038E-03,2.776884794E+00,-2.070729155E-03,-1.685684919E+00,2.518033795E-02,-2.233166480E-03,-6.371586770E-02,9.061259627E-01,9.530657530E-01,1.585125089E+00,1.587362647E+00,3.270493896E+03,7.600871474E-02,3.201430291E-02,2.563568950E-01,6.678614020E-02,1.583237946E-01,3.338189796E-02,3.404987603E-02,2.756875801E-06,1.612951905E-01,6.314610672E+01,9.876584045E-06,5.543031421E-06,4.729656875E-02,4.729656875E-02,2.009986474E-06,3.135958612E-01,3.297180831E-01,1.508522183E-01,4.304059505E+00,2.793298483E+00,3.273657337E-02,9.340277314E-01,6.061798930E-01,5.840526149E-02,1.666397214E+00,1.081481934E+00,3.369317353E-01,1.426939219E-01,2.037043869E-01,2.273002565E-01,2.066034377E-01,-9.966453217E-05,-9.907881031E-04,1.090452657E-03,2.234666143E-03,4.086945206E-03,0.000000000E+00,7.495001554E-01,2.126810141E-04,1.825207658E-02,3.615375519E+00,0.000000000E+00,2.176894665E+00,2.222881317E+02,-5.996265259E+02,5.519462967E+01,5.038832426E-01
9.584216028E-02,6.003757095E+01,2.124956894E+01,1.047034502E+00,4.202105403E-01,7.993800044E-01,2.280761147E+01,2.365023851E+00,2.375364065E+00,2.375334024E+00,2.375334024E+00,1.540354490E+00,6.971197510E+02,1.200000048E+00,1.831500053E+00,1.831500053E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.041514158E+00,2.365023851E+00,7.897927761E-01,2.253407288E+01,1.034033671E-02,9.587201290E-03,2.735384703E-01,2.253543586E-02,1.834505653E+01,1.106653712E-03,9.008756876E-01,3.441518871E-03,2.801581383E+00,2.080454957E-03,1.693602204E+00,2.444406971E-02,2.224699827E-03,6.347431242E-02,9.979299270E-03,8.123685837E+00,8.123685837E+00,4.671392380E-04,3.802764416E-01,3.802764416E-01,1.424421789E-03,1.159555912E+00,1.159555912E+00,9.232144803E-04,7.515462637E-01,7.515462637E-01,1.108393259E-02,9.936831193E-04,2.835139632E-02,2.262735367E-02,1.841988373E+01,1.107466873E-03,9.015375376E-01,3.441519104E-03,2.801581383E+00,-2.089099493E-03,-1.700639367E+00,2.455099300E-02,-2.234023763E-03,-6.374032795E-02,9.041578174E-01,9.510924220E-01,1.593331814E+00,1.595343232E+00,3.277965332E+03,7.492516190E-02,3.148432449E-02,2.550725043E-01,6.581956148E-02,1.563456059E-01,3.346099332E-02,3.355395049E-02,2.756875801E-06,1.599442512E-01,6.236957932E+01,9.876584045E-06,5.543031421E-06,4.660946131E-02,4.660946131E-02,2.009986474E-06,3.135690689E-01,3.284358680E-01,1.501160413E-01,4.283055305E+00,2.776423931E+00,3.326594457E-02,9.491315484E-01,6.152634621E-01,5.866440386E-02,1.673790932E+00,1.085013032E+00,3.350579441E-01,1.428855807E-01,2.027535737E-01,2.252509147E-01,1.995461881E-01,-1.113196122E-04,-9.272345924E-04,1.038554241E-03,2.219605260E-03,4.065159243E-03,0.000000000E+00,7.545033097E-01,2.122999867E-04,1.900455914E-02,3.634327888E+00,0.000000000E+00,2.086081505E+00,2.217142029E+02,-5.866307373E+02,5.517395782E+01,5.018708110E-01
9.782573581E-02,6.128012848E+01,2.163534546E+01,1.044674873E+00,4.192635417E-01,8.040566444E-01,2.294104385E+01,2.369932652E+00,2.379955292E+00,2.379925251E+00,2.379925251E+00,1.541867375E+00,6.990321045E+02,1.200000048E+00,1.834002137E+00,1.834002137E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.051445842E+00,2.369932652E+00,7.946904302E-01,2.267381096E+01,1.002253313E-02,9.366198443E-03,2.672328949E-01,2.230898850E-02,1.816071701E+01,1.141647925E-03,9.293627739E-01,3.470874624E-03,2.825478554E+00,2.098223893E-03,1.708067179E+00,2.383651026E-02,2.224845579E-03,6.347846985E-02,9.855897166E-03,8.023230553E+00,8.023230553E+00,4.809201055E-04,3.914948106E-01,3.914948106E-01,1.434363890E-03,1.167649269E+00,1.167649269E+00,9.290856542E-04,7.563256621E-01,7.563256621E-01,1.078145765E-02,9.916092968E-04,2.829222567E-02,2.239671722E-02,1.823213196E+01,1.142457826E-03,9.300220609E-01,3.470874857E-03,2.825478792E+00,-2.106652828E-03,-1.714928627E+00,2.393696271E-02,-2.233865205E-03,-6.373581290E-02,9.021742344E-01,9.490944743E-01,1.601312995E+00,1.603102088E+00,3.285223877E+03,7.385873049E-02,3.096625768E-02,2.537595928E-01,6.487107277E-02,1.543904245E-01,3.353903815E-02,3.306711093E-02,2.756875801E-06,1.585983187E-01,6.159885788E+01,9.876584045E-06,5.543031421E-06,4.593504965E-02,4.593504965E-02,2.009986474E-06,3.134580255E-01,3.271303177E-01,1.493599564E-01,4.261482716E+00,2.759325504E+00,3.378784284E-02,9.640221596E-01,6.242114902E-01,5.891407281E-02,1.680914283E+00,1.088402152E+00,3.331410289E-01,1.430441141E-01,2.017583549E-01,2.231912762E-01,1.927688271E-01,-1.231050264E-04,-8.644846384E-04,9.875897085E-04,2.205345081E-03,4.044559784E-03,0.000000000E+00,7.592024207E-01,2.118296397E-04,1.977867633E-02,3.652785778E+00,0.000000000E+00,1.999761939E+00,2.211620941E+02,-5.737546387E+02,5.512821579E+01,4.987860322E-01
