0.11036	-0.0042
0.2488	0.00173
0.28334	0.20722
0.29429	0.47531
0.30457	0.75149
0.31388	1.04617
0.32456	1.35933
0.33696	1.68057
0.34836	2.01569
0.36015	2.38087
0.41017	2.53308
0.52017	2.5369
0.58752	2.53063
0.60106	2.53053
0.60927	0.00604
0.80424	0.0104
